"simulation","j","t","S","log_share","P","X1","X2","X3","X4","X5","Z1","Z2","I","outside"
1,2,5,1.13442167429231e-09,-20.5961153032786,4.59522906488389,1,-0.127129981426629,1.70622082134539,-0.116562455018876,-1.2515546925669,0.501958322711289,1.07102710600922,100,0.998972977087828
1,3,5,0.000848357313126385,-7.07118110043907,2.99823793636894,1,0.135390811195502,0.727742079359869,2.21562543976321,0.691871130755268,0.0369737506844103,1.10269622291991,100,0.998972977087828
1,4,5,1.70721752073255e-07,-15.582203235937,2.86044143929564,1,0.38776291318608,-0.0422224371638764,-0.295663721144537,-0.105665232063286,0.297975734807551,1.00372148006575,100,0.998972977087828
1,5,5,9.44851363521583e-07,-13.8712106584408,7.19600490057796,1,1.42244908925718,2.49573330926934,1.83798507830917,1.64766571254955,0.962841981789097,1.26368979445134,100,0.998972977087828
1,6,5,4.92101598044738e-07,-14.5235530910198,1.71630450103879,1,-0.978399016381746,0.524785162482861,-0.0388573645019359,-1.31448974361991,0.935096904635429,0.986833600032369,100,0.998972977087828
1,7,5,1.77056831982121e-06,-13.2431824276089,3.31421465282484,1,0.569654814010097,0.265047859944409,1.18542120757441,-0.365965643714802,0.961099177366123,0.859940784336459,100,0.998972977087828
1,8,5,6.75579436795783e-07,-14.2066675387656,1.17199388174462,1,-0.645959634930435,-0.976081508746395,-0.330307013557506,0.237879418860454,0.792595364153385,1.10746522630427,100,0.998972977087828
1,9,5,1.88477611520044e-08,-17.7858441512217,1.91911468463728,1,-0.653870279790134,0.199363320125184,-1.25599601429389,-1.2616548294118,0.754777192836627,0.559643535529216,100,0.998972977087828
1,10,5,3.23470548552125e-05,-10.3379600305245,2.1926116630261,1,1.15760300052249,-0.523671936288034,0.178840441681845,-0.301975857604565,0.065966630121693,1.07839474875968,100,0.998972977087828
1,1,6,6.19800151321536e-06,-11.9896308160171,5.45900506368929,1,0.952562438678668,2.03112149700764,1.84576961783327,0.25378631155111,0.135504779173061,1.09939219048474,100,0.998348526749333
1,2,6,0.000716596202422018,-7.23934521411059,2.40769478788161,1,-1.49183619843291,1.97201298726597,1.14735043270882,0.831760238567498,0.123599375598133,0.95502505691402,100,0.998348526749333
1,3,6,1.74878250590907e-06,-13.2549378846212,2.93908039026321,1,0.115886805209265,0.472297677138137,0.0742791192314521,0.411748123201732,0.762543860822916,0.776571366933623,100,0.998348526749333
1,4,6,0.000872887343071272,-7.0420512177533,0.868659860878507,1,-0.572635358363543,-0.994268677894567,0.930239213379053,1.56412553797801,0.903465715935454,0.921001079337225,100,0.998348526749333
1,5,6,1.20414743610364e-05,-11.3255008319092,0.703670123584955,1,-0.551209137040294,-1.09427246355758,0.254388871454465,-0.0137428415719238,0.402659090235829,1.30996606844726,100,0.998348526749333
1,6,6,3.70789132031721e-07,-14.8059794747637,0.309731294968877,1,-1.74170547034076,-0.615968895491204,-0.836412804731153,-0.555449785560563,0.182563007809222,0.851297104040267,100,0.998348526749333
1,7,6,1.64915868316157e-07,-15.6161775436406,2.43661596361286,1,-0.759611312825274,1.16066212927461,-0.38137785679355,-1.50466934156276,0.37456521904096,0.533657576454085,100,0.998348526749333
1,8,6,2.33095178002172e-09,-19.8753363250623,1.97191824285637,1,0.0456495203569352,-0.217918303306833,-1.55810761843139,-2.99487110590719,0.506208677310497,1.16244908844184,100,0.998348526749333
1,9,6,4.27633819796629e-07,-14.663345730353,2.42666318870448,1,-0.483877044595388,0.348390180628874,-0.0023202026748299,-0.081334350365203,0.9135026789736,0.89973786855973,100,0.998348526749333
1,10,6,4.10357770216273e-05,-10.0994134230435,1.75494043775497,1,0.347328255308055,-0.700798615974421,0.786616571413121,0.17907374614286,0.0766451810486615,0.897822686809529,100,0.998348526749333
1,1,7,2.50149023749943e-06,-12.8985421566307,3.79042252563216,1,0.924865748173617,1.11214333295968,0.306979446802121,-0.663884248922781,0.109745523892343,0.756927191768998,100,0.999918251287866
1,2,7,3.28823811633327e-09,-19.5328321905115,2.11814650440761,1,0.558555403457728,-1.73150652131583,-0.947407696035756,-0.524442171914755,0.754267222480848,0.995488274330556,100,0.999918251287866
1,3,7,4.09395302272745e-07,-14.7085028863949,3.86225461002179,1,0.124141394468068,0.981829911588466,0.4606821506382,0.515882907291378,0.304598775692284,1.14024786008594,100,0.999918251287866
1,4,7,1.24383884723159e-05,-11.2946412710171,2.76727920956173,1,-0.0168099013207943,0.028901351028838,0.868147479548138,1.25105777876775,0.72380965645425,0.88250359488204,100,0.999918251287866
1,5,7,2.99191607558858e-05,-10.4169297028004,0.0554275945721349,1,-2.15257295202957,-0.015060195542373,0.154993896340263,-0.358779078868679,0.232330028899014,0.878654411716242,100,0.999918251287866
1,6,7,4.7726603436215e-07,-14.5551100254449,3.39537221023336,1,0.82623948379781,-0.113494379058255,-0.0556328319102246,0.756158940686184,0.393458866979927,1.21932804300006,100,0.999918251287866
1,7,7,2.25414808835058e-08,-17.6078268781949,4.38331836576772,1,1.63521590838517,0.466201527214984,-0.462375889860106,-1.1553554324199,0.507879396900535,0.950498064583941,100,0.999918251287866
1,8,7,1.31587359079493e-07,-15.843513126242,1.51830005496747,1,-0.561939376387666,-0.984701379654026,-0.402476215730606,0.212808560446824,0.939916865434498,0.968019657335351,100,0.999918251287866
1,9,7,3.44423684595971e-05,-10.2761413581117,4.60715081519565,1,-0.0984418507363398,2.40281965545232,0.990118105776582,1.34339568086544,0.0578751706052572,0.874844349852985,100,0.999918251287866
1,10,7,1.40322579433568e-06,-13.4766550809354,0.536339916919242,1,-2.10648105421774,-0.112889138057465,-1.03463162752364,0.534694689141101,0.304765704553574,1.18008692712005,100,0.999918251287866
1,1,8,4.38760511934615e-05,-10.0340380603991,2.19176200822219,1,0.378562752523779,-0.0255749983288743,0.998724266246441,-0.367055099739233,0.240924044046551,0.801161274146755,100,0.999896148152185
1,2,8,3.16893261207095e-05,-10.3594267919766,0.164963466048055,1,-0.834013172848143,-1.15135766105969,-0.685118327143363,0.625113204943325,0.385203435085714,1.16985007717607,100,0.999896148152185
1,3,8,3.87190396707265e-08,-17.0668305194972,4.53016699264513,1,0.646827079816106,0.986630024234632,0.0151413126083117,0.377600636993392,0.762983355671167,1.16114045779529,100,0.999896148152185
1,4,8,8.45699980625057e-06,-11.6804122228333,2.10923615896202,1,0.0526988650588864,-0.824811860327616,1.36908309712505,0.44837743770873,0.864646998699754,0.906479812801756,100,0.999896148152185
1,5,8,3.44123796863828e-09,-19.4873306984555,5.18574744195878,1,0.958482511220871,1.04072115798796,0.180765245677612,-0.185805140724414,0.679111215053126,1.16968406274467,100,0.999896148152185
1,6,8,9.58353471926566e-06,-11.5553602081848,3.00306793003523,1,0.770019854323937,-0.311416231310493,1.57308665612175,0.0597803695366629,0.676762705435976,1.1973539727192,100,0.999896148152185
1,7,8,1.2501068692466e-06,-13.5921776576665,6.26936327901793,1,2.00098861989851,1.89710193385098,0.742538646762632,0.776722395836831,0.165052519412711,1.11512405770387,100,0.999896148152185
1,8,8,3.59562080985698e-07,-14.8382751304276,2.77124490918604,1,-0.803123384004756,0.308157496004086,0.979521579980303,0.345124518105667,0.802867429330945,1.40496840908363,100,0.999896148152185
1,9,8,8.47887977218185e-06,-11.677828361983,1.42424659764495,1,-0.561210768942587,-0.632554241921843,0.0312744818324171,0.940102953925404,0.711993431439623,0.607529361754992,100,0.999896148152185
1,10,8,1.15226975351799e-07,-15.9762580978153,1.5890111025965,1,-0.598677208856187,-0.501053098399237,-1.15870848300261,0.121873303514934,0.928703089011833,0.767015813872483,100,0.999896148152185
1,1,9,1.93104736931629e-06,-13.1569349843274,5.02107790665199,1,1.63463126834054,1.74358058977017,0.780132669167143,-1.40250422092742,0.00749460491351783,0.724696157253833,100,0.999487092067701
1,2,9,4.75760019847318e-07,-14.5578392303164,3.37071117294762,1,0.551453247885752,0.476093818779481,-0.130707932112317,0.138546145590317,0.596331653418019,1.03353598689395,100,0.999487092067701
1,3,9,1.63272522981382e-08,-17.9299171655905,1.98756328839222,1,-0.756677155109442,0.189924067764694,-0.613660310105611,-1.56309709152572,0.366745680803433,1.31692581583194,100,0.999487092067701
1,4,9,1.09804340540905e-07,-16.0240527377998,4.14077354393432,1,-0.0151998379880452,1.16895937910641,0.167605755121933,0.736319625483273,0.741967155365273,1.33557779059525,100,0.999487092067701
1,5,9,3.78701915140131e-10,-21.6937586843758,4.40997839481053,1,0.857803343883849,0.104789739275146,-0.370210260102912,-0.559338310696524,0.762087390525267,1.09765933967899,100,0.999487092067701
1,6,9,2.82277824676462e-08,-17.3824461105846,2.73151695765176,1,0.458223566947689,-0.774797064914281,-0.0308208614968377,-0.288018997390536,0.260722959181294,1.17573465251206,100,0.999487092067701
1,7,9,3.2319488021082e-12,-26.4574227768125,1.94439371010525,1,-2.45355443611791,-1.67512436066607,0.250313954964257,-0.180228295547448,0.254935881355777,0.971025025194024,100,0.999487092067701
1,8,9,3.42751694974441e-05,-10.2805763477927,6.30585916618803,1,1.41144487633129,2.38269598764,2.07782011852935,1.23107144596623,0.678840809967369,1.09379435201484,100,0.999487092067701
1,9,9,0.000475891001353544,-7.64980867919327,2.91302429753717,1,0.491066939507439,0.35446333368721,1.6095919908659,0.965119144350667,0.485480662435293,1.0752470954259,100,0.999487092067701
1,10,9,1.80212750032234e-07,-15.5286146998648,0.0743790359953729,1,-1.35826235516921,-0.922402992388164,-1.98718825125379,-0.729185273665431,0.378584530204535,0.847791944988704,100,0.999487092067701
1,1,10,1.09618445361201e-05,-11.4210273268529,0.13788488063694,1,-2.24548103953893,0.383350558898748,-0.626362249028087,-0.553048388438808,0.0555479826871306,0.941341013249827,100,0.9999373353029
1,2,10,7.21744210245271e-08,-16.4441174665975,4.26723389259865,1,0.0769214604737331,0.747089955193555,0.90702190656814,0.76728679117686,0.899025898426771,0.973031747118496,100,0.9999373353029
1,3,10,4.7815942253336e-07,-14.5532589734555,0.459457196805689,1,-0.91717899887332,-1.4824518881418,-0.678234536770112,0.0184535677877224,0.801723313750699,1.2787691632346,100,0.9999373353029
1,4,10,5.10712193291984e-07,-14.4873969612721,0.826990030021341,1,-0.920495205231146,-0.553906684314318,-1.18565005726969,-0.339262107222707,0.481013050070032,0.792602262060341,100,0.9999373353029
1,5,10,1.91848366603616e-05,-10.8613276815653,2.72836222516525,1,0.143359966992242,0.0231713583619054,0.264190207141263,1.64852947965255,0.0321287591941655,0.577132970439268,100,0.9999373353029
1,6,10,8.32284741897472e-08,-16.3016136431511,4.33786029177025,1,0.931032839003001,1.0183924963489,-0.47805855939451,0.0636946761041116,0.51200681226328,1.15365564364088,100,0.9999373353029
1,7,10,3.20645989140531e-08,-17.2554505862911,2.94840982561935,1,0.91030171998124,-0.248652698471159,-1.80428836725452,-0.158279482478977,0.373101272154599,0.836767875849303,100,0.9999373353029
1,8,10,1.1000684395051e-05,-11.4174904027088,0.604449184267393,1,-1.88659508580532,-0.852480780590519,1.01139212988459,0.769647991065239,0.498571684816852,0.912778615367885,100,0.9999373353029
1,9,10,1.15863246080717e-08,-18.2733776807354,4.19134594251289,1,1.07991870674712,0.444307080496576,-0.155797323596943,-0.844392631867006,0.399265736807138,1.18094100625656,100,0.9999373353029
1,10,10,2.0329406073876e-05,-10.8033794783609,3.51020596251535,1,1.51227038705447,0.347922017537942,-0.289325500656112,0.72313399275456,0.0209469445981085,0.847382747090337,100,0.9999373353029
2,1,1,2.61081973793726e-06,-12.8481354986571,0.170072227894468,1,-1.81405032530348,-0.523468729537447,0.218530963253326,-1.01255842276537,0.599919136846438,0.992836911283069,100,0.992318840597801
2,2,1,6.57373565757039e-07,-14.2273025753661,0.996826542864718,1,-0.528504313672966,-1.18343560133563,-0.243317722928035,-0.223647583746003,0.794454609276727,0.901911458716048,100,0.992318840597801
2,3,1,4.43474558813624e-07,-14.6209145899652,1.88601535465831,1,-0.21971713276472,-0.678556917976892,-0.598262231175189,0.601747192618079,0.504586929921061,0.955886677763837,100,0.992318840597801
2,4,1,4.74590592328441e-10,-21.4608577829941,1.04891813167797,1,-0.300925436252631,-1.04872256671182,-3.35061623199194,-2.04386195823707,0.54015195555985,0.779758127843002,100,0.992318840597801
2,5,1,5.58102646874144e-08,-16.6935972180591,2.21432398424021,1,0.500955064370831,-0.523807922173247,-1.26316978526361,-0.732344299067616,0.0240896218456328,1.01269409427141,100,0.992318840597801
2,6,1,1.11916857526974e-05,-11.3926285873997,2.34002694965929,1,-0.378420308617274,-0.297001821782627,0.685602584578323,1.52576665783689,0.777229169383645,1.11670518661743,100,0.992318840597801
2,7,1,3.27467560851348e-07,-14.9241660261665,5.33769589734113,1,1.26537984944827,1.4086626592064,0.299102349389805,0.888417959799381,0.334934893762693,0.897328230761048,100,0.992318840597801
2,8,1,0.000652638908729295,-7.32677574303713,1.71291011121227,1,-0.773161356719332,0.154495584904147,1.9084010811358,0.480463296328028,0.468478092225268,0.837489575614483,100,0.992318840597801
2,9,1,0.00701072927039568,-4.95260273903391,1.64009154161017,1,-0.281803619440146,-0.234612790834781,1.07443671745572,2.15291089540957,0.729831201722845,0.674136018897087,100,0.992318840597801
2,10,1,2.50411704281741e-06,-12.8898635520335,3.52867908956537,1,0.4963576578057,0.288931606842148,1.71521299706821,-0.240246035546487,0.744718985864893,1.11378114130236,100,0.992318840597801
2,1,2,5.24376208384573e-08,-16.7582965810976,3.71059938966888,1,0.936850007251671,-0.243226452346831,-0.643988505572044,0.923802778362112,0.890803800430149,1.06675666134099,100,0.994669291725551
2,2,2,2.31072753132126e-07,-15.2751882601908,0.410122043729899,1,-1.82626077619011,-0.774879806533847,-0.34104194914343,-0.523854157807131,0.300632366910577,0.957735488126211,100,0.994669291725551
2,3,2,1.67198522757772e-08,-17.9013240973139,1.06077920808365,1,-1.8069337702071,-1.20313585393765,-1.28266700186528,1.33618589546688,0.101898519555107,0.889780413920152,100,0.994669291725551
2,4,2,6.6003170535183e-12,-25.7385584624423,1.97504714833214,1,-2.21101721904536,-2.17260893140923,0.190307668955043,0.773681998170374,0.190689533017576,1.05167222578823,100,0.994669291725551
2,5,2,0.00442089168292647,-5.41606889782448,1.73996819222055,1,-0.115267859670396,0.066499189711122,0.956650995999317,1.50029522071668,0.257666680263355,0.724957910717801,100,0.994669291725551
2,6,2,0.000214216201070758,-8.44317980036404,1.13229873208716,1,-1.20096335392512,0.835003660542888,0.264263554533162,-0.218624268449762,0.272624538047239,0.70544917017946,100,0.994669291725551
2,7,2,6.39330828146576e-06,-11.954913728425,5.25995172456028,1,1.56191089461626,1.47497011457127,1.46697239999692,0.17869486855624,0.00727951503358781,0.710958065430827,100,0.994669291725551
2,8,2,7.53760781486306e-07,-14.0928458180154,4.30793001396048,1,0.84320353045927,0.510275181335768,0.101554210205487,1.62216199668621,0.91790635837242,0.927742315075766,100,0.994669291725551
2,9,2,9.16600074492576e-08,-16.1998347093991,3.62368540271207,1,0.207848043998552,0.154644991493734,0.592660880478349,0.508675790160219,0.84050816623494,1.15814199294613,100,0.994669291725551
2,10,2,0.000688061424554475,-7.27628747694464,2.39278706659215,1,-0.449186802947718,0.400011674151634,2.33305504730481,0.547281302475013,0.377059336286038,1.1429315692648,100,0.994669291725551
2,1,3,6.15082328952906e-07,-14.2918472112912,2.98414165475437,1,-0.0856951444725034,0.657423106109834,0.390263983721079,-0.360569562700229,0.502039992250502,0.886969296540397,100,0.990384033355182
2,2,3,4.52844052446593e-05,-9.99288534123734,1.87219293679143,1,-0.800132424991717,0.594850763949011,0.334595453125699,0.530487067864511,0.332168674794957,1.28360286068582,100,0.990384033355182
2,3,3,0.000577917771031508,-7.44641646547173,0.68538024187614,1,-0.589887257070468,-1.37061463872238,0.232672649152091,2.15097303855485,0.785535226110369,0.770848643802,100,0.990384033355182
2,4,3,1.49645981718325e-10,-22.6130862345955,0.636697013647947,1,-1.7944764303289,-1.6422481615521,-1.71453788954451,-0.837315217642329,0.781624939991161,0.901436435409524,100,0.990384033355182
2,5,3,1.41076118704536e-07,-15.7643037446738,3.1469732521996,1,1.21565073547716,0.0179529495150849,-0.466590988755463,-1.26328583620718,0.286652230657637,0.853389545268802,100,0.990384033355182
2,6,3,0.0089858835722682,-4.7024379263953,4.53023274509561,1,0.588228656380153,1.6548793343929,2.69365337936681,1.93071617742754,0.387615817133337,1.03184641607091,100,0.990384033355182
2,7,3,5.70149032115155e-06,-12.0651204588552,1.12412018081644,1,-0.90625436800871,-0.539939737189232,0.359592063751149,0.0592544562740729,0.584658698644489,0.649761408156105,100,0.990384033355182
2,8,3,1.11659134311354e-09,-20.6033227373887,1.86186773610864,1,-0.140278068407741,-1.34632910649326,-0.921569122634288,-1.11150814962199,0.994150223443285,1.23696617341049,100,0.990384033355182
2,9,3,1.09008442508063e-07,-16.0221780049222,0.89734394851778,1,-1.11301365643062,-1.00350832921021,-0.650608395504383,-0.214518575460831,0.835735885892063,1.24140632020415,100,0.990384033355182
2,10,3,3.12972825294455e-07,-14.9674869717287,3.10978419285188,1,0.466989722482809,-0.371866666511188,-0.459460847878715,1.31959154764819,0.726855342742056,1.1955298653061,100,0.990384033355182
2,1,4,1.02870661690465e-05,-11.4845182164838,4.52478282914199,1,1.2522601717145,1.2181678540027,1.60452170770903,-0.410962700459867,0.407429949846119,0.983601651191361,100,0.999895058452166
2,2,4,7.68035315346662e-09,-18.6844953602652,7.60483572021509,1,2.33316216476413,1.78891066187295,0.933732537199213,0.876553472976825,0.95852635265328,1.23125268451958,100,0.999895058452166
2,3,4,2.64785408726197e-07,-15.1442411703449,1.93400527043569,1,-0.0877342758148977,-0.400400535790369,-1.3057540854609,0.313487018067819,0.80196490092203,1.0973592673505,100,0.999895058452166
2,4,4,6.28133700976854e-08,-16.5829929394329,7.75653959190648,1,2.59617671661155,2.51483889487313,0.841353574948373,0.222728874774409,0.704851950518787,1.19176973255901,100,0.999895058452166
2,5,4,3.41484325414138e-06,-12.5872740181669,5.07706501212636,1,0.617550541425768,1.51134939504708,1.77499504897378,0.877362694556173,0.743434723000973,1.03555847423776,100,0.999895058452166
2,6,4,2.2486973661066e-05,-10.7024694177517,4.03469925738998,1,1.16109524560572,0.48591171543665,0.859033451119576,1.30829467985548,0.0411616840865463,1.05845017620681,100,0.999895058452166
2,7,4,3.32957971620422e-05,-10.3099744332387,5.38395568268452,1,3.44569868029242,0.738261933004042,-0.180631893276109,0.404307563461257,0.0558531857095659,0.577331863069327,100,0.999895058452166
2,8,4,4.26059155045103e-06,-12.3659975986606,3.4913058494768,1,-0.14671799301738,0.698515796394601,0.762658518110669,1.39618568283452,0.896790414117277,0.892390417835782,100,0.999895058452166
2,9,4,2.90126034504367e-05,-10.447675273596,0.879854936738596,1,-1.06770906448601,-0.962153853159949,1.13478057167073,0.455460141348818,0.621500158915296,1.20280511695063,100,0.999895058452166
2,10,4,1.84839345532893e-06,-13.2010887516243,0.232477835868649,1,-1.1846313556562,-1.30993539703883,-0.715640497495274,0.291800315569515,0.71561091253534,1.02025392829477,100,0.999895058452166
2,1,5,0.000147570457607583,-8.81872741407418,2.66199537449407,1,-0.141714780384213,1.19753315881463,0.552150262700282,0.355132100153553,0.00645972532220185,0.756258525690383,100,0.997525662764454
2,2,5,0.000370922436397493,-7.89704018006139,1.47404544381793,1,-0.0583967600077149,-0.212700006332659,0.0586360222095358,1.04288262482911,0.150810371153057,0.808324641441769,100,0.997525662764454
2,3,5,1.20352591388838e-05,-11.3251925513891,1.95960688507651,1,-1.02122756679112,0.663711836001412,-0.00648769498107218,0.668632966489615,0.390337652293965,0.888840503078803,100,0.997525662764454
2,4,5,8.09060372233207e-09,-18.6300850794417,1.80901494100557,1,-0.385194066753374,-1.24592122415465,-0.168046498464085,-0.657762506033831,0.714161876123399,1.42437518232866,100,0.997525662764454
